ProductID,Timestamp,BaseCost,AgentPrice,CompetitorPrice,Quantity,Demand,PriceChange,NormalizedPrice,DescEmbed1,DescEmbed2,FourierFeature1,FourierFeature2,Reward
0,2025-09-23 17:59:21.680219,749.45,899.48,2936.43,2,1.5,-0.0101,0.3,0.3,0.768,-0.9911,-0.133,300.06
0,2025-09-24 17:59:21.682231,749.45,857.39,3189.73,2,1.5,-0.0468,0.286,0.3,0.768,-0.9933,-0.1159,215.88
0,2025-09-25 17:59:21.682231,749.45,859.97,3295.41,2,1.5,0.003,0.287,0.3,0.768,-0.9951,-0.0988,221.04
0,2025-09-27 17:59:21.682231,749.45,1004.62,2967.15,3,1.5,0.0592,0.335,0.3,0.768,-0.9979,-0.0645,765.51
0,2025-09-28 17:59:21.682231,749.45,1024.57,2898.13,2,1.5,0.0199,0.342,0.3,0.768,-0.9989,-0.0473,550.25
0,2025-10-01 17:59:21.682231,749.45,1043.14,3272.38,4,1.5,0.0114,0.348,0.3,0.768,-1.0,0.0043,1174.76
0,2025-10-03 17:59:21.682231,749.45,1154.45,2421.39,3,1.5,0.0306,0.385,0.3,0.768,-0.9993,0.0387,1215.0
0,2025-10-04 17:59:21.682231,749.45,1183.38,2956.91,1,1.5,0.0251,0.394,0.3,0.768,-0.9984,0.0559,433.94
0,2025-10-06 17:59:21.682231,749.45,1319.93,2443.91,3,1.5,0.0181,0.44,0.3,0.768,-0.9959,0.0903,1711.43
0,2025-10-08 17:59:21.682231,749.45,1326.61,3247.64,4,1.5,-0.0177,0.442,0.3,0.768,-0.9922,0.1245,2308.65
0,2025-10-10 17:59:21.682231,749.45,1464.3,2946.31,2,1.5,0.0799,0.488,0.3,0.768,-0.9873,0.1586,1429.7
0,2025-10-11 17:59:21.682231,749.45,1330.23,2585.81,3,1.5,-0.0916,0.443,0.3,0.768,-0.9845,0.1755,1742.33
0,2025-10-13 17:59:21.682231,749.45,1408.35,3192.96,2,1.5,0.0388,0.469,0.3,0.768,-0.9778,0.2093,1317.8
0,2025-10-14 17:59:21.682231,749.45,1413.25,3195.55,3,1.5,0.0035,0.471,0.3,0.768,-0.9741,0.2261,1991.42
0,2025-10-15 17:59:21.682231,749.45,1493.2,2884.33,6,1.5,0.0566,0.498,0.3,0.768,-0.9701,0.2428,4462.52
0,2025-10-18 17:59:21.684239,749.45,1406.5,2438.7,1,1.5,-0.0241,0.469,0.3,0.768,-0.9562,0.2926,657.05
0,2025-10-19 17:59:21.684239,749.45,1387.98,2441.06,2,1.5,-0.0132,0.463,0.3,0.768,-0.9511,0.309,1277.06
0,2025-10-20 17:59:21.684239,749.45,1417.83,2681.42,3,1.5,0.0215,0.473,0.3,0.768,-0.9456,0.3253,2005.15
0,2025-10-24 17:59:21.684239,749.45,1471.95,2512.14,3,1.5,-0.0287,0.491,0.3,0.768,-0.921,0.3896,2167.51
0,2025-10-25 17:59:21.684239,749.45,1478.42,2966.64,2,1.5,0.0044,0.493,0.3,0.768,-0.9141,0.4054,1457.94
0,2025-10-26 17:59:21.684239,749.45,1444.88,2815.23,4,1.5,-0.0227,0.482,0.3,0.768,-0.907,0.4211,2781.72
0,2025-10-27 17:59:21.684239,749.45,1585.31,3148.48,2,1.5,0.0972,0.528,0.3,0.768,-0.8996,0.4367,1671.73
0,2025-10-28 17:59:21.684239,749.45,1592.27,2708.01,7,1.5,0.0044,0.531,0.3,0.768,-0.892,0.4521,5899.76
0,2025-11-01 17:59:21.684239,749.45,1718.86,3415.71,1,1.5,-0.011,0.573,0.3,0.768,-0.8588,0.5124,969.41
0,2025-11-04 17:59:21.684239,749.45,1714.79,2741.3,4,1.5,0.0474,0.572,0.3,0.768,-0.8312,0.556,3861.35
0,2025-11-05 17:59:21.684239,749.45,1713.42,2976.47,4,1.5,-0.0008,0.571,0.3,0.768,-0.8215,0.5702,3855.89
0,2025-11-06 17:59:21.684239,749.45,1644.84,2573.05,6,1.5,-0.04,0.548,0.3,0.768,-0.8115,0.5843,5372.32
0,2025-11-08 17:59:21.684239,749.45,1612.46,2443.77,3,1.5,-0.017,0.537,0.3,0.768,-0.7909,0.6119,2589.04
0,2025-11-10 17:59:21.686248,749.45,1615.27,2809.72,1,1.5,0.0149,0.538,0.3,0.768,-0.7694,0.6387,865.82
0,2025-11-12 17:59:21.686248,749.45,1635.37,3157.15,2,1.5,0.0216,0.545,0.3,0.768,-0.747,0.6649,1771.85
0,2025-11-14 17:59:21.686248,749.45,1524.92,3302.02,3,1.5,-0.0192,0.508,0.3,0.768,-0.7236,0.6902,2326.43
0,2025-11-16 17:59:21.686248,749.45,1598.84,3236.6,9,1.5,0.0087,0.533,0.3,0.768,-0.6995,0.7147,7644.54
0,2025-11-18 17:59:21.686248,749.45,1499.98,3479.44,2,1.5,-0.05,0.5,0.3,0.768,-0.6744,0.7383,1501.07
0,2025-11-21 17:59:21.686248,749.45,1727.38,3074.36,4,1.5,0.0361,0.576,0.3,0.768,-0.6354,0.7722,3911.71
0,2025-11-23 17:59:21.686248,749.45,1943.99,2923.56,2,1.5,0.0404,0.648,0.3,0.768,-0.6085,0.7936,2389.09
0,2025-11-24 17:59:21.686248,749.45,1993.83,2535.29,1,1.5,0.0256,0.665,0.3,0.768,-0.5947,0.8039,1244.38
0,2025-11-25 17:59:21.686248,749.45,2201.0,2381.25,1,1.441,0.1039,0.734,0.3,0.768,-0.5808,0.814,1451.56
0,2025-11-26 17:59:21.686248,749.45,2353.99,2710.34,4,1.5,0.0695,0.785,0.3,0.768,-0.5667,0.8239,6418.18
0,2025-11-27 17:59:21.686248,749.45,2330.92,2641.77,6,1.5,-0.0098,0.777,0.3,0.768,-0.5524,0.8336,9488.82
0,2025-11-29 17:59:21.686248,749.45,2305.13,2587.6,5,1.5,-0.0051,0.768,0.3,0.768,-0.5234,0.8521,7778.39
0,2025-11-30 17:59:21.686248,749.45,2148.47,3013.01,6,1.5,-0.068,0.716,0.3,0.768,-0.5087,0.861,8394.12
0,2025-12-01 17:59:21.686248,749.45,2137.03,3358.3,2,1.5,-0.0053,0.712,0.3,0.768,-0.4938,0.8696,2775.17
0,2025-12-03 17:59:21.686248,749.45,2048.82,3173.02,1,1.5,-0.0386,0.683,0.3,0.768,-0.4636,0.8861,1299.37
0,2025-12-06 17:59:21.688258,749.45,2183.38,2924.82,1,1.5,-0.0151,0.728,0.3,0.768,-0.4172,0.9088,1433.93
0,2025-12-08 17:59:21.688258,749.45,2189.78,3435.32,3,1.5,0.0416,0.73,0.3,0.768,-0.3857,0.9226,4321.01
0,2025-12-09 17:59:21.688258,749.45,2118.77,2965.34,1,1.5,-0.0324,0.706,0.3,0.768,-0.3697,0.9291,1369.32
0,2025-12-10 17:59:21.688258,749.45,2094.77,2969.58,2,1.5,-0.0113,0.698,0.3,0.768,-0.3537,0.9354,2690.65
0,2025-12-11 17:59:21.688258,749.45,2194.18,2341.51,3,1.5,0.0475,0.731,0.3,0.768,-0.3375,0.9413,4334.2
0,2025-12-12 17:59:21.688258,749.45,2260.17,3214.37,1,1.5,0.0301,0.753,0.3,0.768,-0.3213,0.947,1510.73
0,2025-12-15 17:59:21.688258,749.45,2102.75,2751.48,1,1.5,-0.0227,0.701,0.3,0.768,-0.272,0.9623,1353.3
0,2025-12-16 17:59:21.688258,749.45,2211.98,3415.58,3,1.5,0.0519,0.737,0.3,0.768,-0.2554,0.9668,4387.6
0,2025-12-18 17:59:21.688258,749.45,2219.17,3439.03,3,1.5,-0.0137,0.74,0.3,0.768,-0.2219,0.9751,4409.16
0,2025-12-19 17:59:21.688258,749.45,2263.77,3327.21,2,1.5,0.0201,0.755,0.3,0.768,-0.2051,0.9787,3028.64
0,2025-12-22 17:59:21.688258,749.45,2176.75,3442.5,3,1.5,-0.0065,0.726,0.3,0.768,-0.1543,0.988,4281.92
0,2025-12-23 17:59:21.688258,749.45,2215.47,2581.77,3,1.5,0.0178,0.738,0.3,0.768,-0.1373,0.9905,4398.06
0,2025-12-26 17:59:21.690009,749.45,2320.14,3373.26,1,1.5,0.0376,0.773,0.3,0.768,-0.086,0.9963,1570.7
0,2025-12-27 17:59:21.690009,749.45,2183.49,2341.44,2,1.5,-0.0589,0.728,0.3,0.768,-0.0688,0.9976,2868.08
0,2025-12-28 17:59:21.690009,749.45,2142.34,2939.88,4,1.5,-0.0188,0.714,0.3,0.768,-0.0516,0.9987,5571.57
0,2025-12-31 17:59:21.690009,749.45,2237.96,3045.52,5,1.5,0.0207,0.746,0.3,0.768,-0.0,1.0,7442.58
0,2026-01-02 17:59:21.690009,749.45,2615.19,3074.51,4,1.5,0.0947,0.872,0.3,0.768,0.0344,0.9994,7462.95
0,2026-01-04 17:59:21.690009,749.45,2521.94,2414.7,2,1.33,-0.0548,0.841,0.3,0.768,0.0688,0.9976,3544.98
1,2025-06-26 17:59:21.690009,916.8,2100.02,2128.16,3,1.248,-0.0462,0.7,0.2,0.735,0.0945,-0.9955,3549.67
1,2025-06-27 17:59:21.690009,916.8,1969.32,2501.83,2,1.5,-0.0622,0.656,0.2,0.735,0.0774,-0.997,2105.05
1,2025-06-29 17:59:21.690009,916.8,1820.95,2441.67,6,1.5,-0.0139,0.607,0.2,0.735,0.043,-0.9991,5424.94
1,2025-06-30 17:59:21.690009,916.8,1797.14,1989.79,2,1.5,-0.0131,0.599,0.2,0.735,0.0258,-0.9997,1760.69
1,2025-07-01 17:59:21.690009,916.8,1849.81,1914.26,1,1.5,0.0293,0.617,0.2,0.735,0.0086,-1.0,933.01
1,2025-07-02 17:59:21.690009,916.8,1917.61,1937.93,3,1.5,0.0367,0.639,0.2,0.735,-0.0086,-1.0,3002.44
1,2025-07-03 17:59:21.690009,916.8,2002.61,1831.15,2,1.24,0.0443,0.668,0.2,0.735,-0.0258,-0.9997,2171.63
1,2025-07-04 17:59:21.692017,916.8,2088.57,2410.84,7,1.5,0.0429,0.696,0.2,0.735,-0.043,-0.9991,8202.43
1,2025-07-08 17:59:21.692017,916.8,2141.56,2315.59,4,1.156,0.0226,0.714,0.2,0.735,-0.1117,-0.9937,4899.05
1,2025-07-11 17:59:21.692017,916.8,1954.64,2431.46,1,1.027,-0.0397,0.652,0.2,0.735,-0.1628,-0.9867,1037.85
1,2025-07-16 17:59:21.692017,916.8,2223.21,2451.9,1,1.067,0.0304,0.741,0.2,0.735,-0.247,-0.969,1306.41
1,2025-07-20 17:59:21.692017,916.8,2062.59,2050.04,1,1.059,-0.0393,0.688,0.2,0.735,-0.3131,-0.9497,1145.8
1,2025-07-24 17:59:21.692017,916.8,2025.42,2346.8,2,1.477,0.002,0.675,0.2,0.735,-0.3777,-0.9259,2217.25
1,2025-07-25 17:59:21.692017,916.8,2003.11,2561.72,3,1.5,-0.011,0.668,0.2,0.735,-0.3936,-0.9193,3258.96
1,2025-07-26 17:59:21.692017,916.8,2022.3,2406.28,2,1.5,0.0096,0.674,0.2,0.735,-0.4094,-0.9124,2211.02
1,2025-07-27 17:59:21.692017,916.8,2007.31,2582.4,3,1.5,-0.0074,0.669,0.2,0.735,-0.425,-0.9052,3271.56
1,2025-07-29 17:59:21.692017,916.8,1935.93,1927.19,3,1.447,-0.0321,0.645,0.2,0.735,-0.4559,-0.89,3057.39
1,2025-07-30 17:59:21.692017,916.8,1979.99,1898.03,1,1.312,0.0228,0.66,0.2,0.735,-0.4712,-0.882,1063.19
1,2025-07-31 17:59:21.692017,916.8,1892.8,1881.38,1,1.146,-0.044,0.631,0.2,0.735,-0.4863,-0.8738,976.01
1,2025-08-02 17:59:21.692017,916.8,1758.14,2391.24,6,1.5,-0.0797,0.586,0.2,0.735,-0.5161,-0.8566,5048.09
1,2025-08-04 17:59:21.692017,916.8,1795.42,1891.32,4,1.437,0.0633,0.598,0.2,0.735,-0.5452,-0.8383,3514.49
1,2025-08-06 17:59:21.694023,916.8,1897.0,2366.62,3,1.5,0.0077,0.632,0.2,0.735,-0.5738,-0.819,2940.61
1,2025-08-07 17:59:21.694023,916.8,1837.36,2077.55,3,1.5,-0.0314,0.612,0.2,0.735,-0.5878,-0.809,2761.69
1,2025-08-09 17:59:21.694023,916.8,1872.02,2252.4,5,1.5,0.0033,0.624,0.2,0.735,-0.6153,-0.7883,4776.15
1,2025-08-10 17:59:21.694023,916.8,1912.2,2167.62,3,1.5,0.0215,0.637,0.2,0.735,-0.6288,-0.7776,2986.21
1,2025-08-12 17:59:21.694023,916.8,1911.08,2494.01,1,1.5,0.0004,0.637,0.2,0.735,-0.6552,-0.7555,994.28
1,2025-08-16 17:59:21.694023,916.8,1811.82,2390.63,1,1.439,-0.0085,0.604,0.2,0.735,-0.7056,-0.7086,895.03
1,2025-08-20 17:59:21.694023,916.8,1745.33,2188.46,4,1.5,-0.0547,0.582,0.2,0.735,-0.7527,-0.6584,3314.15
1,2025-08-21 17:59:21.694023,916.8,1718.0,2179.51,2,1.5,-0.0157,0.573,0.2,0.735,-0.7639,-0.6453,1602.4
1,2025-08-22 17:59:21.694023,916.8,1716.94,1998.24,3,1.5,-0.0006,0.572,0.2,0.735,-0.7749,-0.6321,2400.45
1,2025-08-24 17:59:21.694023,916.8,1593.95,2233.51,6,1.5,-0.0549,0.531,0.2,0.735,-0.7962,-0.6051,4062.95
1,2025-08-28 17:59:21.694023,916.8,1515.36,2266.17,1,1.5,-0.0092,0.505,0.2,0.735,-0.8359,-0.5488,598.56
1,2025-08-29 17:59:21.694023,916.8,1466.72,1868.39,3,1.5,-0.0321,0.489,0.2,0.735,-0.8452,-0.5344,1649.76
1,2025-08-31 17:59:21.694023,916.8,1519.31,2043.2,1,1.5,0.0243,0.506,0.2,0.735,-0.8631,-0.505,602.52
1,2025-09-03 17:59:21.694023,916.8,1592.73,2536.37,2,1.5,-0.0341,0.531,0.2,0.735,-0.8881,-0.4597,1351.87
1,2025-09-12 17:59:21.696032,916.8,1940.97,2293.24,5,1.434,0.0096,0.647,0.2,0.735,-0.9484,-0.3172,5120.85
1,2025-09-24 17:59:21.696849,916.8,1989.71,2548.35,2,0.415,-0.0327,0.663,0.2,0.735,-0.9933,-0.1159,2145.82
1,2025-09-25 17:59:21.696849,916.8,1768.96,2515.49,1,0.534,-0.1109,0.59,0.2,0.735,-0.9951,-0.0988,852.17
1,2025-09-30 17:59:21.696849,916.8,1771.17,1970.52,1,0.502,-0.0564,0.59,0.2,0.735,-0.9999,-0.0129,854.37
1,2025-10-07 17:59:21.696849,916.8,1785.08,1866.32,2,0.849,-0.004,0.595,0.2,0.735,-0.9942,0.1074,1736.57
1,2025-10-09 17:59:21.696849,916.8,1726.28,1863.08,1,0.864,-0.021,0.575,0.2,0.735,-0.9899,0.1415,809.48
1,2025-10-12 17:59:21.696849,916.8,1613.31,2649.18,4,1.306,-0.0044,0.538,0.2,0.735,-0.9813,0.1925,2786.05
1,2025-10-17 17:59:21.696849,916.8,1475.01,1877.83,5,1.5,-0.0429,0.492,0.2,0.735,-0.9611,0.2761,2791.09
1,2025-10-19 17:59:21.696849,916.8,1438.1,2218.37,3,1.5,-0.0258,0.479,0.2,0.735,-0.9511,0.309,1563.9
1,2025-10-23 17:59:21.696849,916.8,1495.85,2147.27,6,1.5,0.0045,0.499,0.2,0.735,-0.9275,0.3737,3474.32
1,2025-10-24 17:59:21.696849,916.8,1554.64,1946.6,4,1.5,0.0393,0.518,0.2,0.735,-0.921,0.3896,2551.38
1,2025-10-25 17:59:21.696849,916.8,1495.25,1986.34,1,1.5,-0.0382,0.498,0.2,0.735,-0.9141,0.4054,578.45
1,2025-10-29 17:59:21.698356,916.8,1512.83,2607.18,5,1.5,0.0078,0.504,0.2,0.735,-0.8841,0.4674,2980.17
1,2025-10-30 17:59:21.698356,916.8,1384.43,2545.28,2,1.5,-0.0849,0.461,0.2,0.735,-0.8759,0.4825,935.27
1,2025-10-31 17:59:21.698356,916.8,1353.12,2446.39,4,1.5,-0.0226,0.451,0.2,0.735,-0.8675,0.4975,1745.32
1,2025-11-03 17:59:21.698356,916.8,1324.98,1866.93,4,1.5,0.0113,0.442,0.2,0.735,-0.8406,0.5416,1632.72
1,2025-11-08 17:59:21.698356,916.8,1350.58,2297.22,1,1.5,0.0101,0.45,0.2,0.735,-0.7909,0.6119,433.79
1,2025-11-11 17:59:21.698356,916.8,1397.04,1820.36,2,1.5,0.0355,0.466,0.2,0.735,-0.7583,0.6519,960.5
1,2025-11-12 17:59:21.698356,916.8,1384.56,2291.85,3,1.5,-0.0089,0.462,0.2,0.735,-0.747,0.6649,1403.28
1,2025-11-15 17:59:21.698356,916.8,1435.19,1835.39,2,1.5,0.0028,0.478,0.2,0.735,-0.7117,0.7025,1036.79
1,2025-11-17 17:59:21.698356,916.8,1488.31,2597.0,3,1.5,0.0261,0.496,0.2,0.735,-0.6871,0.7266,1714.56
1,2025-11-19 17:59:21.698356,916.8,1548.17,2337.86,1,1.5,-0.0406,0.516,0.2,0.735,-0.6616,0.7498,631.37
1,2025-11-21 17:59:21.698356,916.8,1718.71,2474.88,2,1.5,0.0916,0.573,0.2,0.735,-0.6354,0.7722,1603.83
1,2025-11-24 17:59:21.698356,916.8,1599.43,2057.3,1,1.5,0.0033,0.533,0.2,0.735,-0.5947,0.8039,682.64
1,2025-11-26 17:59:21.698356,916.8,1694.0,2266.57,1,1.5,0.0151,0.565,0.2,0.735,-0.5667,0.8239,777.21
1,2025-11-28 17:59:21.698356,916.8,1673.86,2249.32,4,1.5,-0.016,0.558,0.2,0.735,-0.538,0.8429,3028.28
1,2025-11-29 17:59:21.698356,916.8,1641.52,2083.18,1,1.5,-0.0193,0.547,0.2,0.735,-0.5234,0.8521,724.73
1,2025-11-30 17:59:21.698356,916.8,1595.01,2348.77,2,1.5,-0.0283,0.532,0.2,0.735,-0.5087,0.861,1356.44
1,2025-12-01 17:59:21.698356,916.8,1586.64,2182.03,4,1.5,-0.0053,0.529,0.2,0.735,-0.4938,0.8696,2679.38
1,2025-12-03 17:59:21.698356,916.8,1603.49,2457.18,1,1.5,0.0023,0.534,0.2,0.735,-0.4636,0.8861,686.7
1,2025-12-05 17:59:21.698356,916.8,1605.45,1843.57,5,1.5,0.0064,0.535,0.2,0.735,-0.4328,0.9015,3443.28
1,2025-12-06 17:59:21.698356,916.8,1669.71,2052.52,5,1.5,0.04,0.557,0.2,0.735,-0.4172,0.9088,3764.55
1,2025-12-08 17:59:21.698356,916.8,1680.16,2425.09,2,1.5,-0.0436,0.56,0.2,0.735,-0.3857,0.9226,1526.72
1,2025-12-10 17:59:21.700361,916.8,1673.35,2111.36,3,1.5,-0.006,0.558,0.2,0.735,-0.3537,0.9354,2269.65
1,2025-12-11 17:59:21.700361,916.8,1799.94,2695.38,1,1.5,0.0757,0.6,0.2,0.735,-0.3375,0.9413,883.15
1,2025-12-12 17:59:21.700361,916.8,1792.59,2260.06,1,1.5,-0.0041,0.598,0.2,0.735,-0.3213,0.947,875.8
1,2025-12-13 17:59:21.700361,916.8,1774.03,2154.1,3,1.5,-0.0104,0.591,0.2,0.735,-0.3049,0.9524,2571.72
1,2025-12-15 17:59:21.700361,916.8,1849.31,2064.27,2,1.5,-0.0043,0.616,0.2,0.735,-0.272,0.9623,1865.03
1,2025-12-17 17:59:21.700361,916.8,1882.04,2201.42,1,1.5,-0.0425,0.627,0.2,0.735,-0.2387,0.9711,965.25
1,2025-12-19 17:59:21.700361,916.8,1876.82,1929.68,5,1.5,0.083,0.626,0.2,0.735,-0.2051,0.9787,4800.1
1,2025-12-20 17:59:21.700361,916.8,1841.88,1985.71,4,1.5,-0.0186,0.614,0.2,0.735,-0.1882,0.9821,3700.35
1,2025-12-23 17:59:21.700361,916.8,1824.63,2240.17,1,1.5,0.0102,0.608,0.2,0.735,-0.1373,0.9905,907.83
1,2025-12-24 17:59:21.700361,916.8,1842.18,2491.3,6,1.5,0.0096,0.614,0.2,0.735,-0.1202,0.9927,5552.28
1,2025-12-28 17:59:21.700361,916.8,1811.83,2456.04,2,1.5,-0.0309,0.604,0.2,0.735,-0.0516,0.9987,1790.06
1,2025-12-29 17:59:21.700361,916.8,1773.01,1994.18,3,1.5,-0.0214,0.591,0.2,0.735,-0.0344,0.9994,2568.64
1,2025-12-31 17:59:21.700361,916.8,1766.53,2567.18,1,1.5,-0.0307,0.589,0.2,0.735,-0.0,1.0,849.74
1,2026-01-01 17:59:21.701264,916.8,1718.82,2171.74,3,1.5,-0.027,0.573,0.2,0.735,0.0172,0.9999,2406.08
1,2026-01-02 17:59:21.701264,916.8,1588.63,2665.68,3,1.5,-0.0757,0.53,0.2,0.735,0.0344,0.9994,2015.51
